id,source,zh_sentence,tsl_gloss,subject,object,time,topic,verb,verb_type,agreement,question_type,negation,nonmanual,notes
TSL0923,synthetic_template,她今天沒有看訊息,今天 訊息 她 看 沒有,她,訊息,今天,訊息,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0924,synthetic_template,她今天喝訊息,今天 訊息 她 喝,她,訊息,今天,訊息,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0925,synthetic_template,她今天沒有喝訊息,今天 訊息 她 喝 沒有,她,訊息,今天,訊息,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0926,synthetic_template,她今天帶訊息,今天 訊息 她 帶,她,訊息,今天,訊息,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0927,synthetic_template,她今天沒有帶訊息,今天 訊息 她 帶 沒有,她,訊息,今天,訊息,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0928,synthetic_template,她今天寫訊息,今天 訊息 她 寫,她,訊息,今天,訊息,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0929,synthetic_template,她今天沒有寫訊息,今天 訊息 她 寫 沒有,她,訊息,今天,訊息,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0930,synthetic_template,她今天找訊息,今天 訊息 她 找,她,訊息,今天,訊息,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0931,synthetic_template,她今天沒有找訊息,今天 訊息 她 找 沒有,她,訊息,今天,訊息,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0932,synthetic_template,她今天喜歡訊息,今天 訊息 她 喜歡,她,訊息,今天,訊息,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0933,synthetic_template,她今天沒有喜歡訊息,今天 訊息 她 喜歡 沒有,她,訊息,今天,訊息,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0934,synthetic_template,她今天記得訊息,今天 訊息 她 記得,她,訊息,今天,訊息,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0935,synthetic_template,她今天沒有記得訊息,今天 訊息 她 記得 沒有,她,訊息,今天,訊息,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0936,synthetic_template,她今天忘記訊息,今天 訊息 她 忘記,她,訊息,今天,訊息,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0937,synthetic_template,她今天沒有忘記訊息,今天 訊息 她 忘記 沒有,她,訊息,今天,訊息,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0938,synthetic_template,她今天討厭訊息,今天 訊息 她 討厭,她,訊息,今天,訊息,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0939,synthetic_template,她今天沒有討厭訊息,今天 訊息 她 討厭 沒有,她,訊息,今天,訊息,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0940,synthetic_template,她今天買照片,今天 照片 她 買,她,照片,今天,照片,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0941,synthetic_template,她今天沒有買照片,今天 照片 她 買 沒有,她,照片,今天,照片,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0942,synthetic_template,她今天看照片,今天 照片 她 看,她,照片,今天,照片,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0943,synthetic_template,她今天沒有看照片,今天 照片 她 看 沒有,她,照片,今天,照片,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0944,synthetic_template,她今天喝照片,今天 照片 她 喝,她,照片,今天,照片,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0945,synthetic_template,她今天沒有喝照片,今天 照片 她 喝 沒有,她,照片,今天,照片,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0946,synthetic_template,她今天帶照片,今天 照片 她 帶,她,照片,今天,照片,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0947,synthetic_template,她今天沒有帶照片,今天 照片 她 帶 沒有,她,照片,今天,照片,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0948,synthetic_template,她今天寫照片,今天 照片 她 寫,她,照片,今天,照片,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0949,synthetic_template,她今天沒有寫照片,今天 照片 她 寫 沒有,她,照片,今天,照片,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0950,synthetic_template,她今天找照片,今天 照片 她 找,她,照片,今天,照片,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0951,synthetic_template,她今天沒有找照片,今天 照片 她 找 沒有,她,照片,今天,照片,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0952,synthetic_template,她今天喜歡照片,今天 照片 她 喜歡,她,照片,今天,照片,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0953,synthetic_template,她今天沒有喜歡照片,今天 照片 她 喜歡 沒有,她,照片,今天,照片,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0954,synthetic_template,她今天記得照片,今天 照片 她 記得,她,照片,今天,照片,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0955,synthetic_template,她今天沒有記得照片,今天 照片 她 記得 沒有,她,照片,今天,照片,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0956,synthetic_template,她今天忘記照片,今天 照片 她 忘記,她,照片,今天,照片,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0957,synthetic_template,她今天沒有忘記照片,今天 照片 她 忘記 沒有,她,照片,今天,照片,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0958,synthetic_template,她今天討厭照片,今天 照片 她 討厭,她,照片,今天,照片,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0959,synthetic_template,她今天沒有討厭照片,今天 照片 她 討厭 沒有,她,照片,今天,照片,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0960,synthetic_template,她今天買雨傘,今天 雨傘 她 買,她,雨傘,今天,雨傘,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0961,synthetic_template,她今天沒有買雨傘,今天 雨傘 她 買 沒有,她,雨傘,今天,雨傘,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0962,synthetic_template,她今天看雨傘,今天 雨傘 她 看,她,雨傘,今天,雨傘,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0963,synthetic_template,她今天沒有看雨傘,今天 雨傘 她 看 沒有,她,雨傘,今天,雨傘,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0964,synthetic_template,她今天喝雨傘,今天 雨傘 她 喝,她,雨傘,今天,雨傘,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0965,synthetic_template,她今天沒有喝雨傘,今天 雨傘 她 喝 沒有,她,雨傘,今天,雨傘,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0966,synthetic_template,她今天帶雨傘,今天 雨傘 她 帶,她,雨傘,今天,雨傘,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0967,synthetic_template,她今天沒有帶雨傘,今天 雨傘 她 帶 沒有,她,雨傘,今天,雨傘,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0968,synthetic_template,她今天寫雨傘,今天 雨傘 她 寫,她,雨傘,今天,雨傘,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0969,synthetic_template,她今天沒有寫雨傘,今天 雨傘 她 寫 沒有,她,雨傘,今天,雨傘,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0970,synthetic_template,她今天找雨傘,今天 雨傘 她 找,她,雨傘,今天,雨傘,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0971,synthetic_template,她今天沒有找雨傘,今天 雨傘 她 找 沒有,她,雨傘,今天,雨傘,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0972,synthetic_template,她今天喜歡雨傘,今天 雨傘 她 喜歡,她,雨傘,今天,雨傘,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0973,synthetic_template,她今天沒有喜歡雨傘,今天 雨傘 她 喜歡 沒有,她,雨傘,今天,雨傘,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0974,synthetic_template,她今天記得雨傘,今天 雨傘 她 記得,她,雨傘,今天,雨傘,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0975,synthetic_template,她今天沒有記得雨傘,今天 雨傘 她 記得 沒有,她,雨傘,今天,雨傘,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0976,synthetic_template,她今天忘記雨傘,今天 雨傘 她 忘記,她,雨傘,今天,雨傘,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0977,synthetic_template,她今天沒有忘記雨傘,今天 雨傘 她 忘記 沒有,她,雨傘,今天,雨傘,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0978,synthetic_template,她今天討厭雨傘,今天 雨傘 她 討厭,她,雨傘,今天,雨傘,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0979,synthetic_template,她今天沒有討厭雨傘,今天 雨傘 她 討厭 沒有,她,雨傘,今天,雨傘,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0980,synthetic_template,她今天買錢包,今天 錢包 她 買,她,錢包,今天,錢包,買,plain,word_order,none,false,none,時間在前；受語作主題
TSL0981,synthetic_template,她今天沒有買錢包,今天 錢包 她 買 沒有,她,錢包,今天,錢包,買,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0982,synthetic_template,她今天看錢包,今天 錢包 她 看,她,錢包,今天,錢包,看,plain,word_order,none,false,none,時間在前；受語作主題
TSL0983,synthetic_template,她今天沒有看錢包,今天 錢包 她 看 沒有,她,錢包,今天,錢包,看,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0984,synthetic_template,她今天喝錢包,今天 錢包 她 喝,她,錢包,今天,錢包,喝,plain,word_order,none,false,none,時間在前；受語作主題
TSL0985,synthetic_template,她今天沒有喝錢包,今天 錢包 她 喝 沒有,她,錢包,今天,錢包,喝,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0986,synthetic_template,她今天帶錢包,今天 錢包 她 帶,她,錢包,今天,錢包,帶,plain,word_order,none,false,none,時間在前；受語作主題
TSL0987,synthetic_template,她今天沒有帶錢包,今天 錢包 她 帶 沒有,她,錢包,今天,錢包,帶,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0988,synthetic_template,她今天寫錢包,今天 錢包 她 寫,她,錢包,今天,錢包,寫,plain,word_order,none,false,none,時間在前；受語作主題
TSL0989,synthetic_template,她今天沒有寫錢包,今天 錢包 她 寫 沒有,她,錢包,今天,錢包,寫,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0990,synthetic_template,她今天找錢包,今天 錢包 她 找,她,錢包,今天,錢包,找,plain,word_order,none,false,none,時間在前；受語作主題
TSL0991,synthetic_template,她今天沒有找錢包,今天 錢包 她 找 沒有,她,錢包,今天,錢包,找,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0992,synthetic_template,她今天喜歡錢包,今天 錢包 她 喜歡,她,錢包,今天,錢包,喜歡,plain,word_order,none,false,none,時間在前；受語作主題
TSL0993,synthetic_template,她今天沒有喜歡錢包,今天 錢包 她 喜歡 沒有,她,錢包,今天,錢包,喜歡,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0994,synthetic_template,她今天記得錢包,今天 錢包 她 記得,她,錢包,今天,錢包,記得,plain,word_order,none,false,none,時間在前；受語作主題
TSL0995,synthetic_template,她今天沒有記得錢包,今天 錢包 她 記得 沒有,她,錢包,今天,錢包,記得,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0996,synthetic_template,她今天忘記錢包,今天 錢包 她 忘記,她,錢包,今天,錢包,忘記,plain,word_order,none,false,none,時間在前；受語作主題
TSL0997,synthetic_template,她今天沒有忘記錢包,今天 錢包 她 忘記 沒有,她,錢包,今天,錢包,忘記,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL0998,synthetic_template,她今天討厭錢包,今天 錢包 她 討厭,她,錢包,今天,錢包,討厭,plain,word_order,none,false,none,時間在前；受語作主題
TSL0999,synthetic_template,她今天沒有討厭錢包,今天 錢包 她 討厭 沒有,她,錢包,今天,錢包,討厭,plain,word_order,none,true,head_shake,時間在前；否定後置
TSL1000,synthetic_template,我們今天買書,今天 書 我們 買,我們,書,今天,書,買,plain,word_order,none,false,none,時間在前；受語作主題
